0000..002C  ; DISALLOWED  # <control>..COMMA
2C94        ; DISALLOWED  # COPTIC CAPITAL LETTER KAPA
2C95        ; PVALID      # COPTIC SMALL LETTER KAPA
2C96        ; DISALLOWED  # COPTIC CAPITAL LETTER LAULA
2C97        ; PVALID      # COPTIC SMALL LETTER LAULA
2C98        ; DISALLOWED  # COPTIC CAPITAL LETTER MI
2C99        ; PVALID      # COPTIC SMALL LETTER MI
2C9A        ; DISALLOWED  # COPTIC CAPITAL LETTER NI
2C9B        ; PVALID      # COPTIC SMALL LETTER NI
2C9C        ; DISALLOWED  # COPTIC CAPITAL LETTER KSI
2C9D        ; PVALID      # COPTIC SMALL LETTER KSI
2C9E        ; DISALLOWED  # COPTIC CAPITAL LETTER O
2C9F        ; PVALID      # COPTIC SMALL LETTER O
2CA0        ; DISALLOWED  # COPTIC CAPITAL LETTER PI
2CA1        ; PVALID      # COPTIC SMALL LETTER PI
2CA2        ; DISALLOWED  # COPTIC CAPITAL LETTER RO
2CA3        ; PVALID      # COPTIC SMALL LETTER RO
2CA4        ; DISALLOWED  # COPTIC CAPITAL LETTER SIMA
2CA5        ; PVALID      # COPTIC SMALL LETTER SIMA
2CA6        ; DISALLOWED  # COPTIC CAPITAL LETTER TAU
2CA7        ; PVALID      # COPTIC SMALL LETTER TAU
2CA8        ; DISALLOWED  # COPTIC CAPITAL LETTER UA
2CA9        ; PVALID      # COPTIC SMALL LETTER UA
2CAA        ; DISALLOWED  # COPTIC CAPITAL LETTER FI
2CAB        ; PVALID      # COPTIC SMALL LETTER FI
2CAC        ; DISALLOWED  # COPTIC CAPITAL LETTER KHI
2CAD        ; PVALID      # COPTIC SMALL LETTER KHI
2CAE        ; DISALLOWED  # COPTIC CAPITAL LETTER PSI
2CAF        ; PVALID      # COPTIC SMALL LETTER PSI
2CB0        ; DISALLOWED  # COPTIC CAPITAL LETTER OOU
2CB1        ; PVALID      # COPTIC SMALL LETTER OOU
2CB2        ; DISALLOWED  # COPTIC CAPITAL LETTER DIALECT-P ALEF
2CB3        ; PVALID      # COPTIC SMALL LETTER DIALECT-P ALEF
2CB4        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD COPTIC AIN
2CB5        ; PVALID      # COPTIC SMALL LETTER OLD COPTIC AIN
2CB6        ; DISALLOWED  # COPTIC CAPITAL LETTER CRYPTOGRAMMIC EIE
2CB7        ; PVALID      # COPTIC SMALL LETTER CRYPTOGRAMMIC EIE
2CB8        ; DISALLOWED  # COPTIC CAPITAL LETTER DIALECT-P KAPA
2CB9        ; PVALID      # COPTIC SMALL LETTER DIALECT-P KAPA
2CBA        ; DISALLOWED  # COPTIC CAPITAL LETTER DIALECT-P NI
2CBB        ; PVALID      # COPTIC SMALL LETTER DIALECT-P NI
2CBC        ; DISALLOWED  # COPTIC CAPITAL LETTER CRYPTOGRAMMIC NI
2CBD        ; PVALID      # COPTIC SMALL LETTER CRYPTOGRAMMIC NI
2CBE        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD COPTIC OOU
2CBF        ; PVALID      # COPTIC SMALL LETTER OLD COPTIC OOU
2CC0        ; DISALLOWED  # COPTIC CAPITAL LETTER SAMPI
2CC1        ; PVALID      # COPTIC SMALL LETTER SAMPI
2CC2        ; DISALLOWED  # COPTIC CAPITAL LETTER CROSSED SHEI
2CC3        ; PVALID      # COPTIC SMALL LETTER CROSSED SHEI
2CC4        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD COPTIC SHEI
2CC5        ; PVALID      # COPTIC SMALL LETTER OLD COPTIC SHEI
2CC6        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD COPTIC ESH
2CC7        ; PVALID      # COPTIC SMALL LETTER OLD COPTIC ESH
2CC8        ; DISALLOWED  # COPTIC CAPITAL LETTER AKHMIMIC KHEI
2CC9        ; PVALID      # COPTIC SMALL LETTER AKHMIMIC KHEI
2CCA        ; DISALLOWED  # COPTIC CAPITAL LETTER DIALECT-P HORI
2CCB        ; PVALID      # COPTIC SMALL LETTER DIALECT-P HORI
2CCC        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD COPTIC HORI
2CCD        ; PVALID      # COPTIC SMALL LETTER OLD COPTIC HORI
2CCE        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD COPTIC HA
2CCF        ; PVALID      # COPTIC SMALL LETTER OLD COPTIC HA
2CD0        ; DISALLOWED  # COPTIC CAPITAL LETTER L-SHAPED HA
2CD1        ; PVALID      # COPTIC SMALL LETTER L-SHAPED HA
2CD2        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD COPTIC HEI
2CD3        ; PVALID      # COPTIC SMALL LETTER OLD COPTIC HEI
2CD4        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD COPTIC HAT
2CD5        ; PVALID      # COPTIC SMALL LETTER OLD COPTIC HAT
2CD6        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD COPTIC GANGIA
2CD7        ; PVALID      # COPTIC SMALL LETTER OLD COPTIC GANGIA
2CD8        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD COPTIC DJA
2CD9        ; PVALID      # COPTIC SMALL LETTER OLD COPTIC DJA
2CDA        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD COPTIC SHIMA
2CDB        ; PVALID      # COPTIC SMALL LETTER OLD COPTIC SHIMA
2CDC        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD NUBIAN SHIMA
2CDD        ; PVALID      # COPTIC SMALL LETTER OLD NUBIAN SHIMA
2CDE        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD NUBIAN NGI
2CDF        ; PVALID      # COPTIC SMALL LETTER OLD NUBIAN NGI
2CE0        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD NUBIAN NYI
2CE1        ; PVALID      # COPTIC SMALL LETTER OLD NUBIAN NYI
2CE2        ; DISALLOWED  # COPTIC CAPITAL LETTER OLD NUBIAN WAU
2CE3..2CE4  ; PVALID      # COPTIC SMALL LETTER OLD NUBIAN WAU..COPTIC S
2CE5..2CEB  ; DISALLOWED  # COPTIC SYMBOL MI RO..COPTIC CAPITAL LETTER C
2CEC        ; PVALID      # COPTIC SMALL LETTER CRYPTOGRAMMIC SHEI
2CED        ; DISALLOWED  # COPTIC CAPITAL LETTER CRYPTOGRAMMIC GANGIA
2CEE..2CF1  ; PVALID      # COPTIC SMALL LETTER CRYPTOGRAMMIC GANGIA..CO
2CF2..2CF8  ; UNASSIGNED  # <reserved>..<reserved>
2CF9..2CFF  ; DISALLOWED  # COPTIC OLD NUBIAN FULL STOP..COPTIC MORPHOLO
2D00..2D25  ; PVALID      # GEORGIAN SMALL LETTER AN..GEORGIAN SMALL LET
2D26..2D2F  ; UNASSIGNED  # <reserved>..<reserved>
2D30..2D65  ; PVALID      # TIFINAGH LETTER YA..TIFINAGH LETTER YAZZ
2D66..2D6E  ; UNASSIGNED  # <reserved>..<reserved>
2D6F        ; DISALLOWED  # TIFINAGH MODIFIER LETTER LABIALIZATION MARK
2D70..2D7F  ; UNASSIGNED  # <reserved>..<reserved>
2D80..2D96  ; PVALID      # ETHIOPIC SYLLABLE LOA..ETHIOPIC SYLLABLE GGW
2D97..2D9F  ; UNASSIGNED  # <reserved>..<reserved>
2DA0..2DA6  ; PVALID      # ETHIOPIC SYLLABLE SSA..ETHIOPIC SYLLABLE SSO
2DA7        ; UNASSIGNED  # <reserved>
2DA8..2DAE  ; PVALID      # ETHIOPIC SYLLABLE CCA..ETHIOPIC SYLLABLE CCO
2DAF        ; UNASSIGNED  # <reserved>
2DB0..2DB6  ; PVALID      # ETHIOPIC SYLLABLE ZZA..ETHIOPIC SYLLABLE ZZO
2DB7        ; UNASSIGNED  # <reserved>
2DB8..2DBE  ; PVALID      # ETHIOPIC SYLLABLE CCHA..ETHIOPIC SYLLABLE CC
2DBF        ; UNASSIGNED  # <reserved>
2DC0..2DC6  ; PVALID      # ETHIOPIC SYLLABLE QYA..ETHIOPIC SYLLABLE QYO
2DC7        ; UNASSIGNED  # <reserved>
2DC8..2DCE  ; PVALID      # ETHIOPIC SYLLABLE KYA..ETHIOPIC SYLLABLE KYO
2DCF        ; UNASSIGNED  # <reserved>
2DD0..2DD6  ; PVALID      # ETHIOPIC SYLLABLE XYA..ETHIOPIC SYLLABLE XYO
2DD7        ; UNASSIGNED  # <reserved>
2DD8..2DDE  ; PVALID      # ETHIOPIC SYLLABLE GYA..ETHIOPIC SYLLABLE GYO
2DDF        ; UNASSIGNED  # <reserved>
2DE0..2DFF  ; PVALID      # COMBINING CYRILLIC LETTER BE..COMBINING CYRI
2E00..2E2E  ; DISALLOWED  # RIGHT ANGLE SUBSTITUTION MARKER..REVERSED QU
2E2F        ; PVALID      # VERTICAL TILDE
2E30..2E31  ; DISALLOWED  # RING POINT..WORD SEPARATOR MIDDLE DOT
2E32..2E7F  ; UNASSIGNED  # <reserved>..<reserved>
2E80..2E99  ; DISALLOWED  # CJK RADICAL REPEAT..CJK RADICAL RAP
2E9A        ; UNASSIGNED  # <reserved>
2E9B..2EF3  ; DISALLOWED  # CJK RADICAL CHOKE..CJK RADICAL C-SIMPLIFIED
2EF4..2EFF  ; UNASSIGNED  # <reserved>..<reserved>
2F00..2FD5  ; DISALLOWED  # KANGXI RADICAL ONE..KANGXI RADICAL FLUTE
2F800..2FA1D; DISALLOWED  # CJK COMPATIBILITY IDEOGRAPH-2F800..CJK COMPA
2FA1E..2FFFD; UNASSIGNED  # <reserved>..<reserved>
2FD6..2FEF  ; UNASSIGNED  # <reserved>..<reserved>
2FF0..2FFB  ; DISALLOWED  # IDEOGRAPHIC DESCRIPTION CHARACTER LEFT TO RI
2FFC..2FFF  ; UNASSIGNED  # <reserved>..<reserved>
2FFFE..2FFFF; DISALLOWED  # <noncharacter>..<noncharacter>
3000..3004  ; DISALLOWED  # IDEOGRAPHIC SPACE..JAPANESE INDUSTRIAL STAND
30000..3FFFD; UNASSIGNED  # <reserved>..<reserved>
3005..3007  ; PVALID      # IDEOGRAPHIC ITERATION MARK..IDEOGRAPHIC NUMB
3008..3029  ; DISALLOWED  # LEFT ANGLE BRACKET..HANGZHOU NUMERAL NINE
302A..302D  ; PVALID      # IDEOGRAPHIC LEVEL TONE MARK..IDEOGRAPHIC ENT
302E..303B  ; DISALLOWED  # HANGUL SINGLE DOT TONE MARK..VERTICAL IDEOGR
303C        ; PVALID      # MASU MARK
303D..303F  ; DISALLOWED  # PART ALTERNATION MARK..IDEOGRAPHIC HALF FILL
3040        ; UNASSIGNED  # <reserved>
3041..3096  ; PVALID      # HIRAGANA LETTER SMALL A..HIRAGANA LETTER SMA
3097..3098  ; UNASSIGNED  # <reserved>..<reserved>
3099..309A  ; PVALID      # COMBINING KATAKANA-HIRAGANA VOICED SOUND MAR
309B..309C  ; DISALLOWED  # KATAKANA-HIRAGANA VOICED SOUND MARK..KATAKAN
309D..309E  ; PVALID      # HIRAGANA ITERATION MARK..HIRAGANA VOICED ITE
309F..30A0  ; DISALLOWED  # HIRAGANA DIGRAPH YORI..KATAKANA-HIRAGANA DOU
30A1..30FA  ; PVALID      # KATAKANA LETTER SMALL A..KATAKANA LETTER VO
30FB        ; CONTEXTO    # KATAKANA MIDDLE DOT
30FC..30FE  ; PVALID      # KATAKANA-HIRAGANA PROLONGED SOUND MARK..KATA
30FF        ; DISALLOWED  # KATAKANA DIGRAPH KOTO
3100..3104  ; UNASSIGNED  # <reserved>..<reserved>
3105..312D  ; PVALID      # BOPOMOFO LETTER B..BOPOMOFO LETTER IH
312E..3130  ; UNASSIGNED  # <reserved>..<reserved>
3131..318E  ; DISALLOWED  # HANGUL LETTER KIYEOK..HANGUL LETTER ARAEAE
318F        ; UNASSIGNED  # <reserved>
3190..319F  ; DISALLOWED  # IDEOGRAPHIC ANNOTATION LINKING MARK..IDEOGRA
31A0..31B7  ; PVALID      # BOPOMOFO LETTER BU..BOPOMOFO FINAL LETTER H
31B8..31BF  ; UNASSIGNED  # <reserved>..<reserved>
31C0..31E3  ; DISALLOWED  # CJK STROKE T..CJK STROKE Q
31E4..31EF  ; UNASSIGNED  # <reserved>..<reserved>
31F0..31FF  ; PVALID      # KATAKANA LETTER SMALL KU..KATAKANA LETTER SM
3200..321E  ; DISALLOWED  # PARENTHESIZED HANGUL KIYEOK..PARENTHESIZED K
321F        ; UNASSIGNED  # <reserved>
3220..32FE  ; DISALLOWED  # PARENTHESIZED IDEOGRAPH ONE..CIRCLED KATAKAN
32FF        ; UNASSIGNED  # <reserved>
3300..33FF  ; DISALLOWED  # SQUARE APAATO..SQUARE GAL
3400..4DB5  ; PVALID      # <CJK Ideograph Extension A>..<CJK Ideograph
3FFFE..3FFFF; DISALLOWED  # <noncharacter>..<noncharacter>
40000..4FFFD; UNASSIGNED  # <reserved>..<reserved>
4DB6..4DBF  ; UNASSIGNED  # <reserved>..<reserved>
4DC0..4DFF  ; DISALLOWED  # HEXAGRAM FOR THE CREATIVE HEAVEN..HEXAGRAM F
4E00..9FCB  ; PVALID      # <CJK Ideograph>..<CJK Ideograph>
4FFFE..4FFFF; DISALLOWED  # <noncharacter>..<noncharacter>
50000..5FFFD; UNASSIGNED  # <reserved>..<reserved>
5FFFE..5FFFF; DISALLOWED  # <noncharacter>..<noncharacter>
60000..6FFFD; UNASSIGNED  # <reserved>..<reserved>
6FFFE..6FFFF; DISALLOWED  # <noncharacter>..<noncharacter>
70000..7FFFD; UNASSIGNED  # <reserved>..<reserved>
7FFFE..7FFFF; DISALLOWED  # <noncharacter>..<noncharacter>
80000..8FFFD; UNASSIGNED  # <reserved>..<reserved>
8FFFE..8FFFF; DISALLOWED  # <noncharacter>..<noncharacter>
90000..9FFFD; UNASSIGNED  # <reserved>..<reserved>
9FCC..9FFF  ; UNASSIGNED  # <reserved>..<reserved>
9FFFE..9FFFF; DISALLOWED  # <noncharacter>..<noncharacter>
A000..A48C  ; PVALID      # YI SYLLABLE IT..YI SYLLABLE YYR
A0000..AFFFD; UNASSIGNED  # <reserved>..<reserved>
A48D..A48F  ; UNASSIGNED  # <reserved>..<reserved>
A490..A4C6  ; DISALLOWED  # YI RADICAL QOT..YI RADICAL KE
A4C7..A4CF  ; UNASSIGNED  # <reserved>..<reserved>
A4D0..A4FD  ; PVALID      # LISU LETTER BA..LISU LETTER TONE MYA JEU
A4FE..A4FF  ; DISALLOWED  # LISU PUNCTUATION COMMA..LISU PUNCTUATION FUL
A500..A60C  ; PVALID      # VAI SYLLABLE EE..VAI SYLLABLE LENGTHENER
A60D..A60F  ; DISALLOWED  # VAI COMMA..VAI QUESTION MARK
A610..A62B  ; PVALID      # VAI SYLLABLE NDOLE FA..VAI SYLLABLE NDOLE DO
A62C..A63F  ; UNASSIGNED  # <reserved>..<reserved>
A640        ; DISALLOWED  # CYRILLIC CAPITAL LETTER ZEMLYA
A641        ; PVALID      # CYRILLIC SMALL LETTER ZEMLYA
A642        ; DISALLOWED  # CYRILLIC CAPITAL LETTER DZELO
A643        ; PVALID      # CYRILLIC SMALL LETTER DZELO
A644        ; DISALLOWED  # CYRILLIC CAPITAL LETTER REVERSED DZE
A645        ; PVALID      # CYRILLIC SMALL LETTER REVERSED DZE
A646        ; DISALLOWED  # CYRILLIC CAPITAL LETTER IOTA
A647        ; PVALID      # CYRILLIC SMALL LETTER IOTA
A648        ; DISALLOWED  # CYRILLIC CAPITAL LETTER DJERV
A649        ; PVALID      # CYRILLIC SMALL LETTER DJERV
A64A        ; DISALLOWED  # CYRILLIC CAPITAL LETTER MONOGRAPH UK
A64B        ; PVALID      # CYRILLIC SMALL LETTER MONOGRAPH UK
A64C        ; DISALLOWED  # CYRILLIC CAPITAL LETTER BROAD OMEGA
A64D        ; PVALID      # CYRILLIC SMALL LETTER BROAD OMEGA
A64E        ; DISALLOWED  # CYRILLIC CAPITAL LETTER NEUTRAL YER
A64F        ; PVALID      # CYRILLIC SMALL LETTER NEUTRAL YER
A650        ; DISALLOWED  # CYRILLIC CAPITAL LETTER YERU WITH BACK YER
A651        ; PVALID      # CYRILLIC SMALL LETTER YERU WITH BACK YER
A652        ; DISALLOWED  # CYRILLIC CAPITAL LETTER IOTIFIED YAT
A653        ; PVALID      # CYRILLIC SMALL LETTER IOTIFIED YAT
A654        ; DISALLOWED  # CYRILLIC CAPITAL LETTER REVERSED YU
A655        ; PVALID      # CYRILLIC SMALL LETTER REVERSED YU
A656        ; DISALLOWED  # CYRILLIC CAPITAL LETTER IOTIFIED A
A657        ; PVALID      # CYRILLIC SMALL LETTER IOTIFIED A
A658        ; DISALLOWED  # CYRILLIC CAPITAL LETTER CLOSED LITTLE YUS
A659        ; PVALID      # CYRILLIC SMALL LETTER CLOSED LITTLE YUS
A65A        ; DISALLOWED  # CYRILLIC CAPITAL LETTER BLENDED YUS
A65B        ; PVALID      # CYRILLIC SMALL LETTER BLENDED YUS
A65C        ; DISALLOWED  # CYRILLIC CAPITAL LETTER IOTIFIED CLOSED LITT
A65D        ; PVALID      # CYRILLIC SMALL LETTER IOTIFIED CLOSED LITTLE
A65E        ; DISALLOWED  # CYRILLIC CAPITAL LETTER YN
A65F        ; PVALID      # CYRILLIC SMALL LETTER YN
A660..A661  ; UNASSIGNED  # <reserved>..<reserved>
A662        ; DISALLOWED  # CYRILLIC CAPITAL LETTER SOFT DE
A663        ; PVALID      # CYRILLIC SMALL LETTER SOFT DE
A664        ; DISALLOWED  # CYRILLIC CAPITAL LETTER SOFT EL
A665        ; PVALID      # CYRILLIC SMALL LETTER SOFT EL
A666        ; DISALLOWED  # CYRILLIC CAPITAL LETTER SOFT EM
A667        ; PVALID      # CYRILLIC SMALL LETTER SOFT EM
A668        ; DISALLOWED  # CYRILLIC CAPITAL LETTER MONOCULAR O
A669        ; PVALID      # CYRILLIC SMALL LETTER MONOCULAR O
A66A        ; DISALLOWED  # CYRILLIC CAPITAL LETTER BINOCULAR O
A66B        ; PVALID      # CYRILLIC SMALL LETTER BINOCULAR O
A66C        ; DISALLOWED  # CYRILLIC CAPITAL LETTER DOUBLE MONOCULAR O
A66D..A66F  ; PVALID      # CYRILLIC SMALL LETTER DOUBLE MONOCULAR O..CO
A670..A673  ; DISALLOWED  # COMBINING CYRILLIC TEN MILLIONS SIGN..SLAVON
A674..A67B  ; UNASSIGNED  # <reserved>..<reserved>
A67C..A67D  ; PVALID      # COMBINING CYRILLIC KAVYKA..COMBINING CYRILLI
A67E        ; DISALLOWED  # CYRILLIC KAVYKA
A67F        ; PVALID      # CYRILLIC PAYEROK
A680        ; DISALLOWED  # CYRILLIC CAPITAL LETTER DWE
A681        ; PVALID      # CYRILLIC SMALL LETTER DWE
A682        ; DISALLOWED  # CYRILLIC CAPITAL LETTER DZWE
A683        ; PVALID      # CYRILLIC SMALL LETTER DZWE
A684        ; DISALLOWED  # CYRILLIC CAPITAL LETTER ZHWE
A685        ; PVALID      # CYRILLIC SMALL LETTER ZHWE
A686        ; DISALLOWED  # CYRILLIC CAPITAL LETTER CCHE
A687        ; PVALID      # CYRILLIC SMALL LETTER CCHE
A688        ; DISALLOWED  # CYRILLIC CAPITAL LETTER DZZE
A689        ; PVALID      # CYRILLIC SMALL LETTER DZZE
A68A        ; DISALLOWED  # CYRILLIC CAPITAL LETTER TE WITH MIDDLE HOOK
A68B        ; PVALID      # CYRILLIC SMALL LETTER TE WITH MIDDLE HOOK
A68C        ; DISALLOWED  # CYRILLIC CAPITAL LETTER TWE
A68D        ; PVALID      # CYRILLIC SMALL LETTER TWE
A68E        ; DISALLOWED  # CYRILLIC CAPITAL LETTER TSWE
A68F        ; PVALID      # CYRILLIC SMALL LETTER TSWE
A690        ; DISALLOWED  # CYRILLIC CAPITAL LETTER TSSE
A691        ; PVALID      # CYRILLIC SMALL LETTER TSSE
A692        ; DISALLOWED  # CYRILLIC CAPITAL LETTER TCHE
A693        ; PVALID      # CYRILLIC SMALL LETTER TCHE
A694        ; DISALLOWED  # CYRILLIC CAPITAL LETTER HWE
A695        ; PVALID      # CYRILLIC SMALL LETTER HWE
A696        ; DISALLOWED  # CYRILLIC CAPITAL LETTER SHWE
A697        ; PVALID      # CYRILLIC SMALL LETTER SHWE
A698..A69F  ; UNASSIGNED  # <reserved>..<reserved>
A6A0..A6E5  ; PVALID      # BAMUM LETTER A..BAMUM LETTER KI
A6E6..A6EF  ; DISALLOWED  # BAMUM LETTER MO..BAMUM LETTER KOGHOM
A6F0..A6F1  ; PVALID      # BAMUM COMBINING MARK KOQNDON..BAMUM COMBININ
A6F2..A6F7  ; DISALLOWED  # BAMUM NJAEMLI..BAMUM QUESTION MARK
A6F8..A6FF  ; UNASSIGNED  # <reserved>..<reserved>
A700..A716  ; DISALLOWED  # MODIFIER LETTER CHINESE TONE YIN PING..MODIF
A717..A71F  ; PVALID      # MODIFIER LETTER DOT VERTICAL BAR..MODIFIER L
A720..A722  ; DISALLOWED  # MODIFIER LETTER STRESS AND HIGH TONE..LATIN
A723        ; PVALID      # LATIN SMALL LETTER EGYPTOLOGICAL ALEF
A724        ; DISALLOWED  # LATIN CAPITAL LETTER EGYPTOLOGICAL AIN
A725        ; PVALID      # LATIN SMALL LETTER EGYPTOLOGICAL AIN
A726        ; DISALLOWED  # LATIN CAPITAL LETTER HENG
A727        ; PVALID      # LATIN SMALL LETTER HENG
A728        ; DISALLOWED  # LATIN CAPITAL LETTER TZ
A729        ; PVALID      # LATIN SMALL LETTER TZ
A72A        ; DISALLOWED  # LATIN CAPITAL LETTER TRESILLO
A72B        ; PVALID      # LATIN SMALL LETTER TRESILLO
A72C        ; DISALLOWED  # LATIN CAPITAL LETTER CUATRILLO
A72D        ; PVALID      # LATIN SMALL LETTER CUATRILLO
A72E        ; DISALLOWED  # LATIN CAPITAL LETTER CUATRILLO WITH COMMA
A72F..A731  ; PVALID      # LATIN SMALL LETTER CUATRILLO WITH COMMA..LAT
A732        ; DISALLOWED  # LATIN CAPITAL LETTER AA
A733        ; PVALID      # LATIN SMALL LETTER AA
A734        ; DISALLOWED  # LATIN CAPITAL LETTER AO
A735        ; PVALID      # LATIN SMALL LETTER AO
A736        ; DISALLOWED  # LATIN CAPITAL LETTER AU
A737        ; PVALID      # LATIN SMALL LETTER AU
A738        ; DISALLOWED  # LATIN CAPITAL LETTER AV
A739        ; PVALID      # LATIN SMALL LETTER AV
A73A        ; DISALLOWED  # LATIN CAPITAL LETTER AV WITH HORIZONTAL BAR
A73B        ; PVALID      # LATIN SMALL LETTER AV WITH HORIZONTAL BAR
A73C        ; DISALLOWED  # LATIN CAPITAL LETTER AY
A73D        ; PVALID      # LATIN SMALL LETTER AY
A73E        ; DISALLOWED  # LATIN CAPITAL LETTER REVERSED C WITH DOT
A73F        ; PVALID      # LATIN SMALL LETTER REVERSED C WITH DOT
A740        ; DISALLOWED  # LATIN CAPITAL LETTER K WITH STROKE
A741        ; PVALID      # LATIN SMALL LETTER K WITH STROKE
A742        ; DISALLOWED  # LATIN CAPITAL LETTER K WITH DIAGONAL STROKE
A743        ; PVALID      # LATIN SMALL LETTER K WITH DIAGONAL STROKE
A744        ; DISALLOWED  # LATIN CAPITAL LETTER K WITH STROKE AND DIAGO
A745        ; PVALID      # LATIN SMALL LETTER K WITH STROKE AND DIAGONA
A746        ; DISALLOWED  # LATIN CAPITAL LETTER BROKEN L
A747        ; PVALID      # LATIN SMALL LETTER BROKEN L
A748        ; DISALLOWED  # LATIN CAPITAL LETTER L WITH HIGH STROKE
A749        ; PVALID      # LATIN SMALL LETTER L WITH HIGH STROKE
A74A        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH LONG STROKE OVER
A74B        ; PVALID      # LATIN SMALL LETTER O WITH LONG STROKE OVERLA
A74C        ; DISALLOWED  # LATIN CAPITAL LETTER O WITH LOOP
A74D        ; PVALID      # LATIN SMALL LETTER O WITH LOOP
A74E        ; DISALLOWED  # LATIN CAPITAL LETTER OO
A74F        ; PVALID      # LATIN SMALL LETTER OO
A750        ; DISALLOWED  # LATIN CAPITAL LETTER P WITH STROKE THROUGH D
A751        ; PVALID      # LATIN SMALL LETTER P WITH STROKE THROUGH DES
A752        ; DISALLOWED  # LATIN CAPITAL LETTER P WITH FLOURISH
A753        ; PVALID      # LATIN SMALL LETTER P WITH FLOURISH
A754        ; DISALLOWED  # LATIN CAPITAL LETTER P WITH SQUIRREL TAIL
A755        ; PVALID      # LATIN SMALL LETTER P WITH SQUIRREL TAIL
A756        ; DISALLOWED  # LATIN CAPITAL LETTER Q WITH STROKE THROUGH D
A757        ; PVALID      # LATIN SMALL LETTER Q WITH STROKE THROUGH DES
A758        ; DISALLOWED  # LATIN CAPITAL LETTER Q WITH DIAGONAL STROKE
A759        ; PVALID      # LATIN SMALL LETTER Q WITH DIAGONAL STROKE
A75A        ; DISALLOWED  # LATIN CAPITAL LETTER R ROTUNDA
A75B        ; PVALID      # LATIN SMALL LETTER R ROTUNDA
A75C        ; DISALLOWED  # LATIN CAPITAL LETTER RUM ROTUNDA
A75D        ; PVALID      # LATIN SMALL LETTER RUM ROTUNDA
A75E        ; DISALLOWED  # LATIN CAPITAL LETTER V WITH DIAGONAL STROKE
A75F        ; PVALID      # LATIN SMALL LETTER V WITH DIAGONAL STROKE
A760        ; DISALLOWED  # LATIN CAPITAL LETTER VY
A761        ; PVALID      # LATIN SMALL LETTER VY
A762        ; DISALLOWED  # LATIN CAPITAL LETTER VISIGOTHIC Z
A763        ; PVALID      # LATIN SMALL LETTER VISIGOTHIC Z
A764        ; DISALLOWED  # LATIN CAPITAL LETTER THORN WITH STROKE
A765        ; PVALID      # LATIN SMALL LETTER THORN WITH STROKE
A766        ; DISALLOWED  # LATIN CAPITAL LETTER THORN WITH STROKE THROU
A767        ; PVALID      # LATIN SMALL LETTER THORN WITH STROKE THROUGH
A768        ; DISALLOWED  # LATIN CAPITAL LETTER VEND
A769        ; PVALID      # LATIN SMALL LETTER VEND
A76A        ; DISALLOWED  # LATIN CAPITAL LETTER ET
A76B        ; PVALID      # LATIN SMALL LETTER ET
A76C        ; DISALLOWED  # LATIN CAPITAL LETTER IS
A76D        ; PVALID      # LATIN SMALL LETTER IS
A76E        ; DISALLOWED  # LATIN CAPITAL LETTER CON
A76F        ; PVALID      # LATIN SMALL LETTER CON
A770        ; DISALLOWED  # MODIFIER LETTER US
A771..A778  ; PVALID      # LATIN SMALL LETTER DUM..LATIN SMALL LETTER U
A779        ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR D
A77A        ; PVALID      # LATIN SMALL LETTER INSULAR D
A77B        ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR F
A77C        ; PVALID      # LATIN SMALL LETTER INSULAR F
A77D..A77E  ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR G..LATIN CAPITA
A77F        ; PVALID      # LATIN SMALL LETTER TURNED INSULAR G
A780        ; DISALLOWED  # LATIN CAPITAL LETTER TURNED L
A781        ; PVALID      # LATIN SMALL LETTER TURNED L
A782        ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR R
A783        ; PVALID      # LATIN SMALL LETTER INSULAR R
A784        ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR S
A785        ; PVALID      # LATIN SMALL LETTER INSULAR S
A786        ; DISALLOWED  # LATIN CAPITAL LETTER INSULAR T
A787..A788  ; PVALID      # LATIN SMALL LETTER INSULAR T..MODIFIER LETTE
A789..A78B  ; DISALLOWED  # MODIFIER LETTER COLON..LATIN CAPITAL LETTER
A78C        ; PVALID      # LATIN SMALL LETTER SALTILLO
A78D..A7FA  ; UNASSIGNED  # <reserved>..<reserved>
A7FB..A827  ; PVALID      # LATIN EPIGRAPHIC LETTER REVERSED F..SYLOTI N
A828..A82B  ; DISALLOWED  # SYLOTI NAGRI POETRY MARK-1..SYLOTI NAGRI POE
